Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	3.49829	3.47643	6.76329	90.9328s	4.87764e-06	2023-04-11 08:26:43
2	3.47187	3.45936	6.28019	90.5029s	4.52254e-06	2023-04-11 08:28:15
3	3.46735	3.45575	6.76329	91.0508s	3.96946e-06	2023-04-11 08:29:48
4	3.46266	3.45014	5.31401	93.0712s	3.27254e-06	2023-04-11 08:31:22
5	3.46317	3.44586	6.76329	90.4374s	2.5e-06	2023-04-11 08:32:55
6	3.45618	3.45385	5.31401	89.5943s	1.72746e-06	2023-04-11 08:34:26
7	3.45051	3.44591	6.76329	90.3144s	1.03054e-06	2023-04-11 08:35:58
8	3.45353	3.45427	5.7971	92.0723s	4.77458e-07	2023-04-11 08:37:32
9	3.45636	3.44801	4.83092	89.2113s	1.22359e-07	2023-04-11 08:39:03
10	3.45004	3.44804	4.83092	90.7773s	0	2023-04-11 08:40:35
11	3.45124	3.44496	5.7971	89.7286s	1.22359e-07	2023-04-11 08:42:07
12	3.45159	3.45019	5.31401	89.8687s	4.77458e-07	2023-04-11 08:43:39
13	3.44795	3.44848	7.72947	90.1684s	1.03054e-06	2023-04-11 08:45:11
14	3.44898	3.44474	5.7971	89.3489s	1.72746e-06	2023-04-11 08:46:43
15	3.44742	3.44344	5.31401	91.4868s	2.5e-06	2023-04-11 08:48:17
16	3.44379	3.44294	7.24638	92.1859s	3.27254e-06	2023-04-11 08:49:51
17	3.43645	3.43386	6.76329	89.2456s	3.96946e-06	2023-04-11 08:51:22
18	3.43931	3.42734	7.24638	91.0291s	4.52254e-06	2023-04-11 08:52:54
19	3.42965	3.42338	7.72947	89.3433s	4.87764e-06	2023-04-11 08:54:26
20	3.42212	3.41096	7.72947	91.2152s	5e-06	2023-04-11 08:56:00
21	3.41087	3.39794	9.17874	89.4842s	4.87764e-06	2023-04-11 08:57:33
22	3.3952	3.37668	11.1111	89.1063s	4.52254e-06	2023-04-11 08:59:06
23	3.37794	3.38428	10.1449	90.3426s	3.96946e-06	2023-04-11 09:00:40
24	3.36822	3.34514	9.66184	89.5425s	3.27254e-06	2023-04-11 09:02:11
25	3.36919	3.35951	10.1449	91.2754s	2.5e-06	2023-04-11 09:03:44
26	3.34455	3.3535	9.66184	87.7647s	1.72746e-06	2023-04-11 09:05:14
27	3.35048	3.35388	7.72947	90.1756s	1.03054e-06	2023-04-11 09:06:46
28	3.35215	3.34802	11.5942	89.6011s	4.77458e-07	2023-04-11 09:08:17
29	3.34786	3.35073	12.5604	89.7153s	1.22359e-07	2023-04-11 09:09:51
30	3.33928	3.3549	12.0773	89.6759s	0	2023-04-11 09:11:24
31	3.3449	3.34616	9.17874	86.5641s	1.22359e-07	2023-04-11 09:12:52
32	3.34664	3.35456	12.0773	89.8832s	4.77458e-07	2023-04-11 09:14:24
33	3.34198	3.38454	10.628	90.1695s	1.03054e-06	2023-04-11 09:15:56
34	3.33725	3.34265	12.0773	89.3774s	1.72746e-06	2023-04-11 09:17:27
35	3.34091	3.35394	12.5604	93.7019s	2.5e-06	2023-04-11 09:19:02
36	3.34271	3.33968	12.5604	89.7528s	3.27254e-06	2023-04-11 09:20:36
37	3.33467	3.33765	13.5266	88.9789s	3.96946e-06	2023-04-11 09:22:09
38	3.336	3.34844	11.5942	89.692s	4.52254e-06	2023-04-11 09:23:47
39	3.3144	3.33052	11.1111	87.1661s	4.87764e-06	2023-04-11 09:25:16
40	3.3002	3.31881	10.628	89.4569s	5e-06	2023-04-11 09:26:47
41	3.30124	3.31612	11.5942	89.6689s	4.87764e-06	2023-04-11 09:28:18
42	3.28414	3.30053	14.0097	90.0302s	4.52254e-06	2023-04-11 09:29:50
43	3.27701	3.30848	15.942	90.4332s	3.96946e-06	2023-04-11 09:31:24
44	3.27961	3.28718	13.5266	89.9537s	3.27254e-06	2023-04-11 09:32:58
45	3.27375	3.3146	16.4251	89.0778s	2.5e-06	2023-04-11 09:34:29
46	3.27638	3.29412	14.9758	90.0335s	1.72746e-06	2023-04-11 09:36:02
47	3.26065	3.28018	14.4928	89.4301s	1.03054e-06	2023-04-11 09:37:33
48	3.25802	3.30918	14.4928	91.5189s	4.77458e-07	2023-04-11 09:39:07
49	3.26049	3.30018	14.0097	90.3701s	1.22359e-07	2023-04-11 09:40:39
50	3.25988	3.30576	13.5266	91.4659s	0	2023-04-11 09:42:12
51	3.25462	3.30199	14.9758	89.8534s	1.22359e-07	2023-04-11 09:43:44
52	3.24779	3.28721	15.4589	88.0943s	4.77458e-07	2023-04-11 09:45:14
53	3.27429	3.29207	15.4589	89.2158s	1.03054e-06	2023-04-11 09:46:45
54	3.26392	3.28064	14.4928	88.905s	1.72746e-06	2023-04-11 09:48:15
55	3.26757	3.32582	15.4589	91.1138s	2.5e-06	2023-04-11 09:49:48
56	3.24697	3.28291	15.942	92.6416s	3.27254e-06	2023-04-11 09:51:23
57	3.23916	3.30076	16.4251	92.2624s	3.96946e-06	2023-04-11 09:52:57
58	3.25895	3.29922	16.9082	89.0643s	4.52254e-06	2023-04-11 09:54:27
59	3.25046	3.28528	18.3575	90.3311s	4.87764e-06	2023-04-11 09:56:01
60	3.23967	3.2873	15.942	89.5403s	5e-06	2023-04-11 09:57:38
61	3.23569	3.26581	16.9082	89.9877s	4.87764e-06	2023-04-11 09:59:11
62	3.21846	3.26889	18.8406	90.8992s	4.52254e-06	2023-04-11 10:00:43
63	3.23763	3.29299	17.3913	89.381s	3.96946e-06	2023-04-11 10:02:16
64	3.22748	3.29872	17.3913	90.0921s	3.27254e-06	2023-04-11 10:03:48
65	3.21239	3.29948	14.0097	89.7341s	2.5e-06	2023-04-11 10:05:20
66	3.21729	3.27631	16.4251	87.6422s	1.72746e-06	2023-04-11 10:06:49
67	3.22712	3.28073	19.3237	91.7278s	1.03054e-06	2023-04-11 10:08:22
68	3.22444	3.31919	17.3913	89.0882s	4.77458e-07	2023-04-11 10:09:55
69	3.20839	3.26116	21.7391	89.6448s	1.22359e-07	2023-04-11 10:11:27
70	3.19895	3.25356	20.2899	87.3882s	0	2023-04-11 10:12:57
71	3.18025	3.29501	19.3237	88.7108s	1.22359e-07	2023-04-11 10:14:28
72	3.21467	3.26546	18.3575	89.7406s	4.77458e-07	2023-04-11 10:15:59
73	3.20286	3.22323	14.9758	92.7621s	1.03054e-06	2023-04-11 10:17:34
74	3.17432	3.27351	15.942	91.0217s	1.72746e-06	2023-04-11 10:19:07
75	3.19246	3.25231	16.9082	92.0106s	2.5e-06	2023-04-11 10:20:41
76	3.17008	3.27917	20.2899	91.0698s	3.27254e-06	2023-04-11 10:22:14
77	3.18961	3.26257	17.8744	86.9375s	3.96946e-06	2023-04-11 10:23:45
78	3.1949	3.23787	17.3913	90.0007s	4.52254e-06	2023-04-11 10:25:16
79	3.1929	3.27239	18.3575	91.8592s	4.87764e-06	2023-04-11 10:26:50
80	3.1984	3.25384	16.9082	84.9089s	5e-06	2023-04-11 10:28:17
81	3.17913	3.25856	17.3913	90.0247s	4.87764e-06	2023-04-11 10:29:48
82	3.17546	3.24148	18.8406	88.3829s	4.52254e-06	2023-04-11 10:31:19
