Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.14173	2.07748	5.31401	109.447s	0.000452254	2023-04-01 01:09:53
2	2.07185	2.07372	6.76329	111.288s	0.000327254	2023-04-01 01:11:46
3	2.05717	2.16796	8.21256	109.861s	0.000172746	2023-04-01 01:13:40
4	2.01926	2.02974	6.76329	110.479s	4.77458e-05	2023-04-01 01:15:34
5	1.97762	2.07793	6.28019	109.184s	0	2023-04-01 01:17:25
6	1.98459	2.03652	9.17874	109.066s	4.77458e-05	2023-04-01 01:19:16
7	1.99245	2.0285	7.24638	111.087s	0.000172746	2023-04-01 01:21:10
8	2.01749	2.06069	4.34783	105.65s	0.000327254	2023-04-01 01:22:58
9	2.03214	2.02523	6.76329	107.36s	0.000452254	2023-04-01 01:24:47
10	2.00361	2.06592	5.31401	106.52s	0.0005	2023-04-01 01:26:35
11	2.00978	2.03222	7.72947	107.735s	0.000452254	2023-04-01 01:28:25
12	1.98961	2.02724	6.76329	106.662s	0.000327254	2023-04-01 01:30:13
13	1.97245	2.00144	7.72947	107.074s	0.000172746	2023-04-01 01:32:02
14	1.94152	2.00059	10.1449	108.94s	4.77458e-05	2023-04-01 01:33:53
15	1.92022	2.00766	9.17874	107.815s	0	2023-04-01 01:35:44
16	1.90675	2.01091	10.1449	105.238s	4.77458e-05	2023-04-01 01:37:31
17	1.91348	1.98085	10.1449	110.562s	0.000172746	2023-04-01 01:39:24
18	1.94602	2.01543	5.7971	109.764s	0.000327254	2023-04-01 01:41:15
19	1.99103	2.02513	7.72947	105.791s	0.000452254	2023-04-01 01:43:03
20	1.99609	2.03049	9.17874	107.893s	0.0005	2023-04-01 01:44:52
21	1.9888	2.08009	8.69565	108.646s	0.000452254	2023-04-01 01:46:43
22	1.97849	2.01357	8.21256	107.495s	0.000327254	2023-04-01 01:48:32
23	1.95609	2.00117	5.7971	109.614s	0.000172746	2023-04-01 01:50:24
24	1.93999	1.98271	10.1449	107.953s	4.77458e-05	2023-04-01 01:52:14
25	1.93014	1.99388	10.628	103.717s	0	2023-04-01 01:54:02
26	1.92172	2.02579	9.66184	108.355s	4.77458e-05	2023-04-01 01:55:55
27	1.92054	1.99242	12.0773	108.2s	0.000172746	2023-04-01 01:57:45
28	1.93543	2.00858	6.76329	110.97s	0.000327254	2023-04-01 01:59:40
29	1.95776	2.00585	9.66184	110.175s	0.000452254	2023-04-01 02:01:32
30	1.96879	1.991	9.17874	109.019s	0.0005	2023-04-01 02:03:23
31	1.9762	2.0347	8.21256	108.698s	0.000452254	2023-04-01 02:05:13
32	1.9528	2.0045	9.66184	109.039s	0.000327254	2023-04-01 02:07:04
33	1.95238	1.99571	7.72947	107.161s	0.000172746	2023-04-01 02:08:53
34	1.93142	1.98325	9.66184	108.465s	4.77458e-05	2023-04-01 02:10:43
35	1.92048	1.99358	9.66184	107.829s	0	2023-04-01 02:12:33
36	1.91432	1.98271	8.69565	104.923s	4.77458e-05	2023-04-01 02:14:20
37	1.89462	2.06956	8.21256	108.286s	0.000172746	2023-04-01 02:16:10
38	1.91877	1.97294	7.24638	107.074s	0.000327254	2023-04-01 02:17:59
39	1.92912	2.04061	6.28019	111.31s	0.000452254	2023-04-01 02:19:52
40	1.94071	1.99936	8.69565	106.182s	0.0005	2023-04-01 02:21:40
41	1.93563	1.99936	7.24638	108.001s	0.000452254	2023-04-01 02:23:29
42	1.94443	1.99133	10.1449	108.445s	0.000327254	2023-04-01 02:25:20
43	1.90864	1.99712	10.628	108.717s	0.000172746	2023-04-01 02:27:10
44	1.92203	2.0288	9.66184	106.616s	4.77458e-05	2023-04-01 02:28:59
45	1.87462	1.97005	7.24638	104.947s	0	2023-04-01 02:30:45
46	1.89924	2.0028	7.72947	109.732s	4.77458e-05	2023-04-01 02:32:37
47	1.89319	2.03216	8.69565	106.453s	0.000172746	2023-04-01 02:34:25
48	1.909	1.9898	10.1449	108.278s	0.000327254	2023-04-01 02:36:15
49	1.92239	1.9717	10.628	106.211s	0.000452254	2023-04-01 02:38:03
50	1.9286	2.12442	6.28019	108.093s	0.0005	2023-04-01 02:39:53
