# Trained with dataset 70:10:10_filtered, batch size = 10 on my Macbook Pro

Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.35092	2.42966	100	68.4501s	4.87764e-05	2023-03-09 22:59:09
2	2.29623	2.4801	100	73.8262s	4.52254e-05	2023-03-09 23:00:25
3	2.29164	2.45809	100	77.0205s	3.96946e-05	2023-03-09 23:01:43
4	2.29485	2.43697	100	74.0559s	3.27254e-05	2023-03-09 23:02:58
5	2.24832	2.40478	100	72.0105s	2.5e-05	2023-03-09 23:04:12
6	2.28123	2.3838	100	82.6928s	1.72746e-05	2023-03-09 23:05:35
7	2.22182	2.36818	100	78.7759s	1.03054e-05	2023-03-09 23:06:55
8	2.22916	2.32441	100	75.9813s	4.77458e-06	2023-03-09 23:08:12
9	2.26658	2.27845	100	74.5873s	1.22359e-06	2023-03-09 23:09:28
10	2.2141	2.2693	100	72.5991s	0	2023-03-09 23:10:42
11	2.23349	2.26273	100	75.8899s	1.22359e-06	2023-03-09 23:11:59
12	2.23657	2.25468	100	70.5005s	4.77458e-06	2023-03-09 23:13:10
13	2.2091	2.24842	100	80.0733s	1.03054e-05	2023-03-09 23:14:32
14	2.22726	2.24038	100	74.6177s	1.72746e-05	2023-03-09 23:15:47
15	2.23028	2.2237	100	70.3856s	2.5e-05	2023-03-09 23:16:59
16	2.18084	2.17881	100	72.1112s	3.27254e-05	2023-03-09 23:18:12
17	2.24582	2.15921	100	70.0908s	3.96946e-05	2023-03-09 23:19:23
18	2.19457	2.42682	100	72.9727s	4.52254e-05	2023-03-09 23:20:37
19	2.22848	2.30607	100	69.8386s	4.87764e-05	2023-03-09 23:21:48
20	2.14012	2.27966	100	71.6212s	5e-05	2023-03-09 23:23:00
21	2.15267	2.19487	100	70.2365s	4.87764e-05	2023-03-09 23:24:12
22	2.20592	2.22028	100	69.9115s	4.52254e-05	2023-03-09 23:25:22
23	2.03999	2.50087	100	72.618s	3.96946e-05	2023-03-09 23:26:36
24	2.00253	2.40691	100	71.9393s	3.27254e-05	2023-03-09 23:27:49
25	1.98823	2.27045	100	70.1127s	2.5e-05	2023-03-09 23:29:00
26	2.1019	2.28629	100	68.7059s	1.72746e-05	2023-03-09 23:30:10
27	1.92314	2.26109	100	70.1229s	1.03054e-05	2023-03-09 23:31:21
28	1.98738	2.19708	100	72.3753s	4.77458e-06	2023-03-09 23:32:34
29	1.90552	2.24104	100	69.2105s	1.22359e-06	2023-03-09 23:33:44
30	1.9027	2.24619	100	72.5636s	0	2023-03-09 23:34:58
31	1.91886	2.22827	100	73.5778s	1.22359e-06	2023-03-09 23:36:13
32	1.82413	2.27104	100	74.7334s	4.77458e-06	2023-03-09 23:37:28
33	1.89965	2.25268	100	70.8296s	1.03054e-05	2023-03-09 23:38:40
34	1.79948	2.26626	100	72.3231s	1.72746e-05	2023-03-09 23:39:53
35	1.77085	2.43895	100	68.9192s	2.5e-05	2023-03-09 23:41:03
