Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.80063	2.77246	12.5	107.419s	0.000478386	2023-04-16 09:48:34
2	2.76893	2.76896	17.5	110.765s	0.000417283	2023-04-16 09:50:26
3	2.7309	2.7883	13.75	110.538s	0.000327254	2023-04-16 09:52:20
4	2.69675	2.77339	21.25	109.789s	0.000223868	2023-04-16 09:54:12
5	2.66557	2.77878	18.75	111.018s	0.000125	2023-04-16 09:56:07
6	2.62386	2.74789	16.25	111.831s	4.77458e-05	2023-04-16 09:58:01
7	2.61581	2.73718	18.75	113.54s	5.4631e-06	2023-04-16 09:59:56
8	2.60453	2.75291	17.5	109.833s	5.4631e-06	2023-04-16 10:01:48
9	2.58926	2.7651	20	112.535s	4.77458e-05	2023-04-16 10:03:42
10	2.59546	2.74874	11.25	111.473s	0.000125	2023-04-16 10:05:36
11	2.61829	2.75411	12.5	105.719s	0.000223868	2023-04-16 10:07:23
12	2.61372	2.75731	17.5	112.583s	0.000327254	2023-04-16 10:09:17
13	2.6118	2.99178	17.5	114.69s	0.000417283	2023-04-16 10:11:14
14	2.63523	2.76229	13.75	111.302s	0.000478386	2023-04-16 10:13:07
15	2.67331	2.72618	21.25	110.226s	0.0005	2023-04-16 10:14:59
16	2.63052	2.76764	12.5	108.789s	0.000478386	2023-04-16 10:16:50
17	2.63363	2.76801	13.75	108.256s	0.000417283	2023-04-16 10:18:40
18	2.61938	2.76813	15	112.13s	0.000327254	2023-04-16 10:20:34
19	2.59707	2.73821	18.75	112.539s	0.000223868	2023-04-16 10:22:28
20	2.56731	2.75245	11.25	111.216s	0.000125	2023-04-16 10:24:21
21	2.55089	2.76907	17.5	108.075s	4.77458e-05	2023-04-16 10:26:13
22	2.54722	2.75762	15	109.515s	5.4631e-06	2023-04-16 10:28:06
23	2.52239	2.73923	13.75	112.128s	5.4631e-06	2023-04-16 10:30:00
24	2.52538	2.76435	12.5	110.895s	4.77458e-05	2023-04-16 10:31:52
25	2.54033	2.72634	20	110.055s	0.000125	2023-04-16 10:33:44
26	2.55836	2.75852	12.5	113.407s	0.000223868	2023-04-16 10:35:40
27	2.546	2.73619	18.75	109.438s	0.000327254	2023-04-16 10:37:31
28	2.58063	2.81874	13.75	113.421s	0.000417283	2023-04-16 10:39:26
29	2.58797	2.81832	16.25	112.939s	0.000478386	2023-04-16 10:41:21
30	2.62148	2.76282	11.25	110.475s	0.0005	2023-04-16 10:43:13
31	2.60781	2.7689	15	112.536s	0.000478386	2023-04-16 10:45:07
32	2.59383	2.77211	12.5	113.136s	0.000417283	2023-04-16 10:47:02
33	2.59998	2.75023	17.5	109.932s	0.000327254	2023-04-16 10:48:54
34	2.59647	2.82617	15	110.982s	0.000223868	2023-04-16 10:50:47
35	2.54767	2.80037	10	110.439s	0.000125	2023-04-16 10:52:39
36	2.52707	2.92306	11.25	108.997s	4.77458e-05	2023-04-16 10:54:30
37	2.53278	2.90091	12.5	109.187s	5.4631e-06	2023-04-16 10:56:21
38	2.54162	2.88762	11.25	107.959s	5.4631e-06	2023-04-16 10:58:10
