Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.77882	2.72281	7.24638	95.7873s	4.78386e-05	2023-04-07 10:52:16
2	2.68887	2.653	9.66184	96.9508s	4.17283e-05	2023-04-07 10:53:54
3	2.63249	2.61364	14.9758	101.448s	3.27254e-05	2023-04-07 10:55:43
4	2.59404	2.59513	15.942	98.6525s	2.23868e-05	2023-04-07 10:57:26
5	2.53811	2.56378	17.3913	96.2545s	1.25e-05	2023-04-07 10:59:06
6	2.4987	2.55132	18.3575	98.2865s	4.77458e-06	2023-04-07 11:00:47
7	2.47912	2.54911	15.4589	97.2744s	5.4631e-07	2023-04-07 11:02:28
8	2.46339	2.55427	18.8406	96.1961s	5.4631e-07	2023-04-07 11:04:06
9	2.47438	2.55785	18.3575	95.7385s	4.77458e-06	2023-04-07 11:05:45
10	2.49242	2.53069	15.942	94.852s	1.25e-05	2023-04-07 11:07:22
11	2.48169	2.53691	18.8406	96.97s	2.23868e-05	2023-04-07 11:09:01
12	2.44057	2.52764	17.3913	98.1888s	3.27254e-05	2023-04-07 11:10:41
13	2.49095	2.50869	16.9082	95.6124s	4.17283e-05	2023-04-07 11:12:18
14	2.45631	2.56966	15.942	96.9428s	4.78386e-05	2023-04-07 11:13:57
15	2.45816	2.52368	16.4251	98.5944s	5e-05	2023-04-07 11:15:40
16	2.41722	2.53778	19.3237	99.8944s	4.78386e-05	2023-04-07 11:17:23
17	2.38588	2.50832	19.8068	98.7177s	4.17283e-05	2023-04-07 11:19:09
18	2.37294	2.4509	17.8744	99.9911s	3.27254e-05	2023-04-07 11:20:54
19	2.336	2.49394	18.8406	99.934s	2.23868e-05	2023-04-07 11:22:35
20	2.29259	2.47758	22.7053	96.2223s	1.25e-05	2023-04-07 11:24:13
21	2.20426	2.53082	22.7053	97.3265s	4.77458e-06	2023-04-07 11:25:54
22	2.20919	2.48983	22.2222	99.1718s	5.4631e-07	2023-04-07 11:27:35
23	2.20399	2.55976	22.7053	97.463s	5.4631e-07	2023-04-07 11:29:14
24	2.20698	2.51727	22.2222	99.5738s	4.77458e-06	2023-04-07 11:30:56
25	2.25024	2.48693	22.7053	97.8134s	1.25e-05	2023-04-07 11:32:35
26	2.2112	2.51082	22.2222	93.7317s	2.23868e-05	2023-04-07 11:34:11
27	2.22061	2.543	21.7391	96.7022s	3.27254e-05	2023-04-07 11:35:49
28	2.24701	2.50172	21.256	97.8507s	4.17283e-05	2023-04-07 11:37:29
29	2.2658	2.52678	18.8406	97.73s	4.78386e-05	2023-04-07 11:39:08
30	2.24308	2.47166	22.2222	99.6182s	5e-05	2023-04-07 11:40:50
31	2.23252	2.42577	24.1546	99.8536s	4.78386e-05	2023-04-07 11:42:34
32	2.18745	2.55011	21.7391	98.075s	4.17283e-05	2023-04-07 11:44:17
33	2.15782	2.47224	24.1546	97.0586s	3.27254e-05	2023-04-07 11:45:56
34	2.08241	2.60337	26.087	96.0097s	2.23868e-05	2023-04-07 11:47:34
35	2.07247	2.52718	25.1208	99.9177s	1.25e-05	2023-04-07 11:49:17
36	2.02955	2.50226	26.57	96.6644s	4.77458e-06	2023-04-07 11:50:56
37	1.98575	2.47773	26.087	97.7169s	5.4631e-07	2023-04-07 11:52:42
38	2.00132	2.46107	26.087	97.0116s	5.4631e-07	2023-04-07 11:54:21
39	2.00415	2.54331	27.0531	98.6003s	4.77458e-06	2023-04-07 11:56:01
40	1.99947	2.51215	28.0193	99.3866s	1.25e-05	2023-04-07 11:57:44
41	2.01223	2.52925	24.1546	97.2542s	2.23868e-05	2023-04-07 11:59:25
42	2.0141	2.44744	27.5362	100.463s	3.27254e-05	2023-04-07 12:01:07
43	2.03497	2.48371	27.5362	98.7135s	4.17283e-05	2023-04-07 12:02:48
44	2.06782	2.58281	25.6039	96.9697s	4.78386e-05	2023-04-07 12:04:26
45	2.06403	2.51707	21.256	95.0264s	5e-05	2023-04-07 12:06:03
46	2.05807	2.52422	23.6715	97.6823s	4.78386e-05	2023-04-07 12:07:42
47	2.029	2.55662	26.087	97.6248s	4.17283e-05	2023-04-07 12:09:22
48	1.95806	2.49271	25.6039	98.6639s	3.27254e-05	2023-04-07 12:11:02
49	1.93962	2.50518	28.0193	97.0003s	2.23868e-05	2023-04-07 12:12:43
50	1.91528	2.51045	25.1208	96.146s	1.25e-05	2023-04-07 12:14:22
51	1.81394	2.49775	26.57	96.6529s	4.77458e-06	2023-04-07 12:16:00
52	1.80131	2.52971	27.0531	98.4586s	5.4631e-07	2023-04-07 12:17:40
53	1.81674	2.45682	26.57	100.089s	5.4631e-07	2023-04-07 12:19:22
54	1.83964	2.49877	24.6377	100.039s	4.77458e-06	2023-04-07 12:21:04
55	1.82274	2.55041	29.9517	98.8661s	1.25e-05	2023-04-07 12:22:45
56	1.81569	2.48799	27.5362	97.2581s	2.23868e-05	2023-04-07 12:24:26
57	1.8206	2.51142	28.5024	97.8218s	3.27254e-05	2023-04-07 12:26:05
58	1.8397	2.55174	26.57	95.4941s	4.17283e-05	2023-04-07 12:27:43
59	1.93758	2.61095	25.1208	99.2629s	4.78386e-05	2023-04-07 12:29:24
60	1.91511	2.6471	23.6715	98.8268s	5e-05	2023-04-07 12:31:04
61	1.9347	2.41112	26.57	102.222s	4.78386e-05	2023-04-07 12:32:48
62	1.85584	2.5268	28.0193	97.1369s	4.17283e-05	2023-04-07 12:34:27
63	1.82285	2.51574	25.6039	96.693s	3.27254e-05	2023-04-07 12:36:06
64	1.79058	2.43103	28.5024	95.576s	2.23868e-05	2023-04-07 12:37:43
65	1.74447	2.50346	28.5024	99.1835s	1.25e-05	2023-04-07 12:39:24
66	1.67302	2.56777	28.9855	95.3125s	4.77458e-06	2023-04-07 12:41:03
67	1.68753	2.54023	29.4686	98.142s	5.4631e-07	2023-04-07 12:42:45
68	1.61417	2.53801	29.9517	96.1346s	5.4631e-07	2023-04-07 12:44:24
69	1.62263	2.51569	28.5024	99.5745s	4.77458e-06	2023-04-07 12:46:06
70	1.68019	2.55776	28.9855	97.4174s	1.25e-05	2023-04-07 12:47:45
71	1.64394	2.46671	28.5024	95.8375s	2.23868e-05	2023-04-07 12:49:22
72	1.69885	2.67712	30.9179	99.3162s	3.27254e-05	2023-04-07 12:51:04
73	1.75458	2.56356	28.5024	96.9096s	4.17283e-05	2023-04-07 12:52:44
74	1.74763	2.46284	32.3671	98.5484s	4.78386e-05	2023-04-07 12:54:24
75	1.72399	2.43733	31.8841	96.0968s	5e-05	2023-04-07 12:56:04
