Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.08422	2.08549	6.28019	108.476s	4.52254e-06	2023-04-09 19:39:34
2	2.07089	2.0659	6.76329	106.566s	3.27254e-06	2023-04-09 19:41:22
3	2.06241	2.06308	7.72947	106.686s	1.72746e-06	2023-04-09 19:43:13
4	2.05498	2.07362	5.7971	109.784s	4.77458e-07	2023-04-09 19:45:06
5	2.06302	2.06815	8.21256	107.704s	0	2023-04-09 19:46:55
6	2.06278	2.06405	7.24638	107.778s	4.77458e-07	2023-04-09 19:48:48
7	2.04744	2.07099	9.66184	107.299s	1.72746e-06	2023-04-09 19:50:39
8	2.05378	2.07187	8.21256	105.575s	3.27254e-06	2023-04-09 19:52:28
9	2.06203	2.04946	10.1449	106.596s	4.52254e-06	2023-04-09 19:54:16
10	2.04443	2.03915	9.17874	109.975s	5e-06	2023-04-09 19:56:10
11	2.04427	2.02079	11.5942	105.404s	4.52254e-06	2023-04-09 19:57:57
12	2.0217	2.03819	10.1449	106.019s	3.27254e-06	2023-04-09 19:59:47
13	2.01207	2.04612	8.69565	106.553s	1.72746e-06	2023-04-09 20:01:35
14	2.02677	2.03857	7.72947	108.444s	4.77458e-07	2023-04-09 20:03:25
15	2.01358	2.02723	12.5604	105.288s	0	2023-04-09 20:05:12
16	2.01694	2.04048	10.628	112.282s	4.77458e-07	2023-04-09 20:07:08
17	2.01931	2.03334	9.17874	108.494s	1.72746e-06	2023-04-09 20:08:59
18	2.01227	2.04822	12.5604	108.89s	3.27254e-06	2023-04-09 20:10:49
19	2.00825	2.01344	8.21256	107.109s	4.52254e-06	2023-04-09 20:12:38
20	2.00145	2.02056	9.66184	107.481s	5e-06	2023-04-09 20:14:27
21	1.97301	2.0117	15.4589	105.636s	4.52254e-06	2023-04-09 20:16:15
22	1.95255	2.0185	10.1449	106.781s	3.27254e-06	2023-04-09 20:18:08
23	1.95449	1.97966	12.0773	106.943s	1.72746e-06	2023-04-09 20:19:57
24	1.94455	2.00472	12.5604	109.271s	4.77458e-07	2023-04-09 20:21:48
25	1.93562	1.97297	11.1111	107.839s	0	2023-04-09 20:23:38
26	1.94504	2.02376	12.0773	106.924s	4.77458e-07	2023-04-09 20:25:26
27	1.9285	2.00839	10.1449	108.37s	1.72746e-06	2023-04-09 20:27:18
28	1.92984	1.97018	13.0435	107.638s	3.27254e-06	2023-04-09 20:29:09
29	1.93682	1.98203	10.628	106.389s	4.52254e-06	2023-04-09 20:30:58
30	1.91062	1.9764	14.0097	108.915s	5e-06	2023-04-09 20:32:49
31	1.9057	1.98048	13.5266	105.253s	4.52254e-06	2023-04-09 20:34:36
32	1.90205	1.96211	10.628	108.526s	3.27254e-06	2023-04-09 20:36:28
33	1.89299	1.96511	12.5604	106.939s	1.72746e-06	2023-04-09 20:38:19
34	1.88828	2.00101	13.5266	107.037s	4.77458e-07	2023-04-09 20:40:08
35	1.8736	1.98706	14.9758	106.474s	0	2023-04-09 20:41:56
36	1.85816	1.97251	14.0097	107.031s	4.77458e-07	2023-04-09 20:43:45
37	1.86562	1.98261	13.5266	106.391s	1.72746e-06	2023-04-09 20:45:33
38	1.87075	1.98396	14.0097	104.652s	3.27254e-06	2023-04-09 20:47:20
39	1.86553	1.94021	15.4589	110.376s	4.52254e-06	2023-04-09 20:49:12
40	1.87166	1.9689	15.4589	107.928s	5e-06	2023-04-09 20:51:02
41	1.8552	1.96257	13.0435	110.167s	4.52254e-06	2023-04-09 20:52:54
42	1.85903	1.9227	14.9758	104.192s	3.27254e-06	2023-04-09 20:54:40
43	1.84549	1.91688	11.5942	106.429s	1.72746e-06	2023-04-09 20:56:28
44	1.82573	1.97521	13.0435	108.946s	4.77458e-07	2023-04-09 20:58:18
45	1.85051	1.9231	14.4928	109.212s	0	2023-04-09 21:00:09
46	1.83787	1.92789	15.942	105.401s	4.77458e-07	2023-04-09 21:01:57
47	1.83904	1.91204	14.4928	105.541s	1.72746e-06	2023-04-09 21:03:46
48	1.83114	1.94054	15.942	107.934s	3.27254e-06	2023-04-09 21:05:36
49	1.83981	1.88261	15.4589	108.569s	4.52254e-06	2023-04-09 21:07:29
50	1.82343	1.97848	15.942	104.836s	5e-06	2023-04-09 21:09:16
