Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.09761	nan	8.21256	107.69s	0.000452254	2023-04-01 07:17:32
2	2.07097	2.06856	6.76329	108.159s	0.000327254	2023-04-01 07:19:22
3	2.06721	2.05689	4.83092	107.937s	0.000172746	2023-04-01 07:21:11
4	2.02962	2.02803	9.66184	109.578s	4.77458e-05	2023-04-01 07:23:03
5	2.00018	2.02674	9.66184	107.876s	0	2023-04-01 07:24:54
6	1.99416	2.0091	7.72947	108.162s	4.77458e-05	2023-04-01 07:26:44
7	2.00608	2.01892	9.66184	109.287s	0.000172746	2023-04-01 07:28:35
8	2.00406	2.02242	10.1449	106.952s	0.000327254	2023-04-01 07:30:24
9	2.02419	2.03082	7.24638	108.902s	0.000452254	2023-04-01 07:32:16
10	2.02521	2.0328	7.72947	109.585s	0.0005	2023-04-01 07:34:08
11	1.99492	2.00457	5.7971	110.527s	0.000452254	2023-04-01 07:36:02
12	1.99404	2.04731	7.24638	106.356s	0.000327254	2023-04-01 07:37:53
13	2.00177	2.02538	6.28019	109.093s	0.000172746	2023-04-01 07:39:44
14	1.96888	2.00967	7.24638	111.686s	4.77458e-05	2023-04-01 07:41:37
15	1.9435	2.0317	8.21256	107.312s	0	2023-04-01 07:43:26
16	1.93045	2.03167	8.21256	108.351s	4.77458e-05	2023-04-01 07:45:16
17	1.96044	2.00768	7.72947	108.934s	0.000172746	2023-04-01 07:47:07
18	1.93971	2.06877	9.17874	108.507s	0.000327254	2023-04-01 07:48:57
19	1.98408	2.02067	8.69565	109.029s	0.000452254	2023-04-01 07:50:48
20	1.99654	2.03008	10.628	109.915s	0.0005	2023-04-01 07:52:40
21	2.02236	2.04835	7.24638	108.521s	0.000452254	2023-04-01 07:54:32
22	1.99529	1.99676	6.28019	106.708s	0.000327254	2023-04-01 07:56:21
23	1.95642	1.9776	9.66184	105.445s	0.000172746	2023-04-01 07:58:08
24	1.92288	1.97127	9.17874	107.531s	4.77458e-05	2023-04-01 07:59:57
25	1.91899	1.9675	9.17874	107.151s	0	2023-04-01 08:01:46
26	1.9107	1.98204	10.628	102.716s	4.77458e-05	2023-04-01 08:03:31
27	1.91724	1.9883	7.24638	108.325s	0.000172746	2023-04-01 08:05:21
28	1.94414	2.01171	8.69565	109.516s	0.000327254	2023-04-01 08:07:12
29	1.94934	2.01837	6.76329	107.845s	0.000452254	2023-04-01 08:09:02
30	1.97899	1.98511	9.66184	106.807s	0.0005	2023-04-01 08:10:50
31	1.99509	2.00236	6.28019	109.882s	0.000452254	2023-04-01 08:12:42
32	1.96913	2.00903	5.7971	107.998s	0.000327254	2023-04-01 08:14:32
33	1.96151	2.02185	4.83092	108.685s	0.000172746	2023-04-01 08:16:22
34	1.92	1.98864	6.76329	108.002s	4.77458e-05	2023-04-01 08:18:12
35	1.91376	2.00774	5.7971	109.195s	0	2023-04-01 08:20:04
36	1.92147	2.01362	8.21256	108.577s	4.77458e-05	2023-04-01 08:21:56
37	1.9053	2.00086	7.24638	109.748s	0.000172746	2023-04-01 08:23:48
38	1.92601	2.00158	7.24638	103.386s	0.000327254	2023-04-01 08:25:33
39	1.94373	1.99067	10.1449	108.6s	0.000452254	2023-04-01 08:27:23
40	1.96612	2.06046	8.21256	105.36s	0.0005	2023-04-01 08:29:10
41	1.97773	2.07829	6.76329	106.384s	0.000452254	2023-04-01 08:30:58
42	1.94896	2.04324	10.628	111.016s	0.000327254	2023-04-01 08:32:51
43	1.95383	2.00474	10.628	110.604s	0.000172746	2023-04-01 08:34:44
44	1.94009	2.02161	7.24638	109.367s	4.77458e-05	2023-04-01 08:36:35
45	1.9228	2.00466	6.76329	108.446s	0	2023-04-01 08:38:25
46	1.91065	2.04229	5.7971	106.967s	4.77458e-05	2023-04-01 08:40:14
47	1.92213	2.00909	7.72947	110.487s	0.000172746	2023-04-01 08:42:06
48	1.91965	2.00541	7.72947	107.759s	0.000327254	2023-04-01 08:43:56
49	1.9162	2.0084	3.86473	107.868s	0.000452254	2023-04-01 08:45:45
50	1.92579	1.98225	8.21256	110.937s	0.0005	2023-04-01 08:47:38
