Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	3.47407	3.49555	3.86473	88.7721s	4.87764e-05	2023-04-08 08:11:08
2	3.38473	3.35487	11.5942	91.0978s	4.52254e-05	2023-04-08 08:12:40
3	3.31169	3.34026	13.5266	88.0705s	3.96946e-05	2023-04-08 08:14:12
4	3.2695	3.36644	13.5266	90.5226s	3.27254e-05	2023-04-08 08:15:46
5	3.22789	3.33019	12.0773	90.4369s	2.5e-05	2023-04-08 08:17:18
6	3.22367	3.28581	14.9758	89.2425s	1.72746e-05	2023-04-08 08:18:49
7	3.18463	3.29896	14.0097	88.4118s	1.03054e-05	2023-04-08 08:20:21
8	3.16116	3.28004	15.942	90.4045s	4.77458e-06	2023-04-08 08:21:53
9	3.14176	3.28659	14.9758	91.1555s	1.22359e-06	2023-04-08 08:23:28
10	3.15823	3.28655	12.5604	85.2692s	0	2023-04-08 08:24:55
11	3.13328	3.28583	15.942	90.3968s	1.22359e-06	2023-04-08 08:26:28
12	3.17562	3.28373	15.4589	89.138s	4.77458e-06	2023-04-08 08:27:58
13	3.1418	3.30824	14.4928	88.6084s	1.03054e-05	2023-04-08 08:29:29
14	3.13496	3.31174	17.8744	89.8138s	1.72746e-05	2023-04-08 08:31:00
15	3.16531	3.27084	16.9082	88.6082s	2.5e-05	2023-04-08 08:32:33
16	3.12252	3.31045	16.4251	88.6202s	3.27254e-05	2023-04-08 08:34:05
17	3.13995	3.29932	15.942	90.2683s	3.96946e-05	2023-04-08 08:35:39
18	3.10346	3.27563	17.3913	89.6494s	4.52254e-05	2023-04-08 08:37:13
19	3.10481	3.26348	16.9082	91.2319s	4.87764e-05	2023-04-08 08:38:46
20	3.08093	3.31863	17.8744	89.7437s	5e-05	2023-04-08 08:40:17
21	3.08148	3.18042	21.256	89.7099s	4.87764e-05	2023-04-08 08:41:49
22	3.0097	3.16318	19.3237	90.0128s	4.52254e-05	2023-04-08 08:43:22
23	2.98585	3.19974	22.2222	90.3456s	3.96946e-05	2023-04-08 08:44:55
24	2.97255	3.21375	22.2222	87.7885s	3.27254e-05	2023-04-08 08:46:26
25	2.94212	3.16914	22.7053	90.9288s	2.5e-05	2023-04-08 08:47:59
26	2.88195	3.20553	21.7391	89.5145s	1.72746e-05	2023-04-08 08:49:32
27	2.8628	3.12393	26.087	87.6952s	1.03054e-05	2023-04-08 08:51:01
28	2.82551	3.15956	26.57	90.3143s	4.77458e-06	2023-04-08 08:52:35
29	2.79826	3.10633	25.6039	89.7454s	1.22359e-06	2023-04-08 08:54:11
30	2.8045	3.1101	23.6715	88.3184s	0	2023-04-08 08:55:41
31	2.83462	3.07447	26.57	92.635s	1.22359e-06	2023-04-08 08:57:15
32	2.79567	3.13506	27.5362	90.0052s	4.77458e-06	2023-04-08 08:58:47
33	2.79106	3.13379	24.1546	89.3387s	1.03054e-05	2023-04-08 09:00:20
34	2.82152	3.15824	25.1208	88.091s	1.72746e-05	2023-04-08 09:01:50
35	2.82764	3.14653	24.6377	89.6435s	2.5e-05	2023-04-08 09:03:21
36	2.79465	3.23933	22.7053	90.4811s	3.27254e-05	2023-04-08 09:04:54
37	2.80772	3.21765	27.5362	90.5488s	3.96946e-05	2023-04-08 09:06:26
38	2.82974	3.15451	27.5362	89.4398s	4.52254e-05	2023-04-08 09:07:57
39	2.79373	3.20159	25.1208	92.2985s	4.87764e-05	2023-04-08 09:09:31
40	2.76966	3.17973	24.1546	91.1815s	5e-05	2023-04-08 09:11:04
41	2.75534	3.20066	26.087	88.0227s	4.87764e-05	2023-04-08 09:12:36
42	2.72721	3.17705	29.4686	89.9099s	4.52254e-05	2023-04-08 09:14:10
43	2.80336	3.13819	27.0531	89.6167s	3.96946e-05	2023-04-08 09:15:43
44	2.62135	3.15016	29.9517	89.2763s	3.27254e-05	2023-04-08 09:17:14
45	2.62976	3.19157	28.9855	92.2651s	2.5e-05	2023-04-08 09:18:50
46	2.59131	3.04213	31.8841	90.6326s	1.72746e-05	2023-04-08 09:20:22
47	2.50645	3.11952	31.8841	87.4409s	1.03054e-05	2023-04-08 09:21:57
48	2.54553	3.09596	31.401	91.9512s	4.77458e-06	2023-04-08 09:23:31
49	2.49728	3.13748	30.4348	90.893s	1.22359e-06	2023-04-08 09:25:03
50	2.50033	3.13083	30.4348	88.2461s	0	2023-04-08 09:26:33
51	2.49945	3.09108	28.9855	90.2228s	1.22359e-06	2023-04-08 09:28:05
52	2.45662	3.11488	28.5024	88.6769s	4.77458e-06	2023-04-08 09:29:36
53	2.45417	3.08037	31.8841	90.0621s	1.03054e-05	2023-04-08 09:31:08
54	2.49831	3.18437	33.8164	90.508s	1.72746e-05	2023-04-08 09:32:40
55	2.50619	3.15076	32.8502	91.0656s	2.5e-05	2023-04-08 09:34:15
56	2.52067	3.12855	31.401	89.4095s	3.27254e-05	2023-04-08 09:35:46
57	2.50983	3.03991	31.8841	91.4221s	3.96946e-05	2023-04-08 09:37:19
58	2.51743	3.103	33.8164	87.2088s	4.52254e-05	2023-04-08 09:38:48
59	2.51969	3.19777	31.401	87.0339s	4.87764e-05	2023-04-08 09:40:19
60	2.5211	3.19191	32.8502	91.2745s	5e-05	2023-04-08 09:41:54
61	2.50208	3.13815	31.401	88.7863s	4.87764e-05	2023-04-08 09:43:25
62	2.52028	3.1423	30.4348	90.8076s	4.52254e-05	2023-04-08 09:44:57
63	2.47655	3.145	34.2995	92.6107s	3.96946e-05	2023-04-08 09:46:32
64	2.38763	3.05791	34.2995	89.8632s	3.27254e-05	2023-04-08 09:48:05
