Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	3.48156	3.46652	5.31401	90.5167s	4.87764e-05	2023-04-08 05:37:41
2	3.42903	3.4122	9.66184	92.2491s	4.52254e-05	2023-04-08 05:39:15
3	3.38754	3.40797	11.5942	91.2201s	3.96946e-05	2023-04-08 05:40:50
4	3.32766	3.3434	12.5604	89.0192s	3.27254e-05	2023-04-08 05:42:26
5	3.28349	3.34297	14.0097	87.2006s	2.5e-05	2023-04-08 05:43:56
6	3.29721	3.32679	20.2899	87.7934s	1.72746e-05	2023-04-08 05:45:28
7	3.23366	3.31431	15.942	88.1705s	1.03054e-05	2023-04-08 05:47:00
8	3.22606	3.29434	17.8744	92.075s	4.77458e-06	2023-04-08 05:48:36
9	3.21625	3.29021	19.8068	90.6111s	1.22359e-06	2023-04-08 05:50:08
10	3.20038	3.27933	19.3237	89.901s	0	2023-04-08 05:51:40
11	3.19799	3.29412	20.2899	87.5292s	1.22359e-06	2023-04-08 05:53:09
12	3.20375	3.29278	20.7729	89.401s	4.77458e-06	2023-04-08 05:54:40
13	3.19316	3.32615	20.2899	87.8311s	1.03054e-05	2023-04-08 05:56:16
14	3.19812	3.27841	21.256	89.1919s	1.72746e-05	2023-04-08 05:57:47
15	3.18239	3.27593	15.4589	88.6448s	2.5e-05	2023-04-08 05:59:21
16	3.20235	3.29533	16.9082	90.1918s	3.27254e-05	2023-04-08 06:00:55
17	3.17353	3.30064	16.9082	88.3566s	3.96946e-05	2023-04-08 06:02:27
18	3.16739	3.23772	17.3913	91.683s	4.52254e-05	2023-04-08 06:04:00
19	3.13655	3.2874	14.0097	91.5843s	4.87764e-05	2023-04-08 06:05:34
20	3.08776	3.27135	20.7729	88.1751s	5e-05	2023-04-08 06:07:03
21	3.09988	3.23966	22.2222	90.4653s	4.87764e-05	2023-04-08 06:08:36
22	3.04194	3.23118	19.8068	89.0212s	4.52254e-05	2023-04-08 06:10:08
23	3.02611	3.27372	16.4251	87.4s	3.96946e-05	2023-04-08 06:11:37
24	2.97617	3.24812	20.2899	89.2941s	3.27254e-05	2023-04-08 06:13:09
25	2.93196	3.26028	21.256	90.1464s	2.5e-05	2023-04-08 06:14:40
26	2.90154	3.24686	23.6715	87.9027s	1.72746e-05	2023-04-08 06:16:10
27	2.88875	3.21693	24.6377	89.5226s	1.03054e-05	2023-04-08 06:17:45
28	2.81722	3.2356	24.6377	90.1005s	4.77458e-06	2023-04-08 06:19:22
29	2.825	3.2708	23.6715	91.2434s	1.22359e-06	2023-04-08 06:20:57
30	2.83019	3.26851	23.1884	90.579s	0	2023-04-08 06:22:30
31	2.77472	3.2056	24.1546	87.6718s	1.22359e-06	2023-04-08 06:23:59
32	2.82865	3.24842	22.7053	90.7387s	4.77458e-06	2023-04-08 06:25:32
33	2.8253	3.23016	23.1884	88.1135s	1.03054e-05	2023-04-08 06:27:01
34	2.80252	3.24844	21.7391	90.6917s	1.72746e-05	2023-04-08 06:28:34
35	2.82933	3.26165	21.256	92.2245s	2.5e-05	2023-04-08 06:30:08
36	2.82306	3.24916	20.2899	91.3632s	3.27254e-05	2023-04-08 06:31:41
37	2.81981	3.24438	26.57	86.5196s	3.96946e-05	2023-04-08 06:33:09
38	2.80771	3.15568	27.0531	88.7343s	4.52254e-05	2023-04-08 06:34:41
39	2.81406	3.19108	25.6039	91.4243s	4.87764e-05	2023-04-08 06:36:16
40	2.79033	3.29428	22.7053	88.9762s	5e-05	2023-04-08 06:37:47
41	2.76769	3.22443	24.6377	89.7246s	4.87764e-05	2023-04-08 06:39:19
42	2.76306	3.21365	23.6715	89.1733s	4.52254e-05	2023-04-08 06:40:51
43	2.72985	3.03084	26.087	90.1477s	3.96946e-05	2023-04-08 06:42:25
44	2.71755	3.1121	27.0531	88.5577s	3.27254e-05	2023-04-08 06:43:55
45	2.67223	3.1684	27.0531	89.0515s	2.5e-05	2023-04-08 06:45:26
46	2.56358	3.13371	31.8841	91.9597s	1.72746e-05	2023-04-08 06:47:00
47	2.59233	3.13412	30.4348	90.4114s	1.03054e-05	2023-04-08 06:48:34
48	2.501	3.08986	30.9179	87.7508s	4.77458e-06	2023-04-08 06:50:03
49	2.51269	3.14677	28.5024	88.2373s	1.22359e-06	2023-04-08 06:51:33
50	2.49311	3.10602	27.0531	89.1905s	0	2023-04-08 06:53:04
51	2.48649	3.14994	28.9855	89.9281s	1.22359e-06	2023-04-08 06:54:36
52	2.53312	3.04861	29.4686	92.2847s	4.77458e-06	2023-04-08 06:56:10
