experiment_id	test_set_size	best_R@10	from trial#
2023-04-09-10_27_01	60.0	25.0	16.666667938232422	12.5	11.0	48.0	19.5	13.333333969116211	11.5	10.2
2023-04-09-11_58_53	65.0	32.5	18.33333396911621	16.25	10.0	53.0	28.5	14.000000953674316	13.5	9.0
2023-04-10-11_12_00	60.0	32.5	21.666667938232422	17.5	16.0	53.0	27.0	19.333334732055665	15.5	13.2
2023-04-09-15_02_03	55.0	35.0	21.666667938232422	15.0	13.0	48.0	31.0	19.00000114440918	13.75	11.8
2023-04-10-19_33_11	55.0	25.0	15.000000953674316	10.0	8.0	49.0	19.5	13.333333969116211	8.0	6.4
2023-04-09-18_05_48	60.0	30.0	18.33333396911621	16.25	14.0	54.0	26.5	17.333334159851074	14.25	12.4
2023-04-09-13_30_39	60.0	27.5	21.666667938232422	16.25	11.0	55.0	24.5	18.333334732055665	14.0	10.6
2023-04-11-05_51_24	55.0	25.0	18.33333396911621	13.75	9.0	48.0	23.0	16.000000953674316	10.25	8.2
2023-04-11-13_32_36	60.0	27.5	18.33333396911621	16.25	12.0	51.0	21.5	13.666667366027832	13.0	11.4
2023-04-11-08_25_09	65.0	27.5	23.33333396911621	16.25	10.0	55.0	23.0	20.00000114440918	14.25	9.0
2023-04-10-04_56_19	60.0	30.0	25.000001907348633	21.25	14.0	50.0	23.0	20.00000114440918	16.25	13.2
2023-04-11-03_17_30	65.0	30.0	20.000001907348633	13.75	11.0	54.0	22.5	15.000000953674316	12.0	10.4
2023-04-10-07_01_37	65.0	45.0	23.33333396911621	16.25	14.0	55.0	31.5	21.666667938232422	14.0	13.0
2023-04-10-13_17_23	65.0	42.5	25.000001907348633	18.75	16.0	58.0	34.0	20.000001525878908	16.5	15.0
2023-04-09-16_33_54	70.0	30.0	16.666667938232422	11.25	9.0	59.0	24.0	14.333334159851074	10.25	8.4
2023-04-09-21_09_20	65.0	32.5	18.33333396911621	17.5	11.0	58.0	27.0	16.666667556762697	14.5	10.4
2023-04-09-22_41_28	70.0	27.5	20.000001907348633	17.5	13.0	58.0	25.0	19.00000114440918	15.5	11.4
2023-04-10-17_27_46	65.0	30.0	20.000001907348633	18.75	15.0	55.0	26.0	18.666667556762697	17.25	13.2
2023-04-09-19_37_43	65.0	42.5	16.666667938232422	15.0	10.0	51.0	30.0	15.000000953674316	12.5	8.6
2023-04-09-07_23_11	60.0	30.0	21.666667938232422	17.5	13.0	53.0	29.5	18.333334732055665	14.75	11.4
2023-04-10-15_22_15	70.0	32.5	20.000001907348633	10.0	6.0	57.0	29.0	15.000000953674316	7.5	5.0
2023-04-10-22_08_36	55.0	32.5	21.666667938232422	17.5	12.0	49.0	25.5	18.333334350585936	14.5	10.4
2023-04-09-08_54_53	65.0	37.5	25.000001907348633	16.25	15.0	52.0	28.0	19.00000114440918	13.25	11.2
2023-04-11-00_43_53	55.0	30.0	16.666667938232422	16.25	9.0	48.0	22.0	13.333334159851074	12.25	7.6
2023-04-10-09_06_39	60.0	32.5	20.000001907348633	15.0	13.0	51.0	25.0	17.00000133514404	12.5	11.6
2023-04-11-16_06_15	65.0	37.5	18.33333396911621	12.5	10.0	56.0	27.0	14.333333969116211	10.5	8.8
2023-04-11-10_59_05	60.0	30.0	26.666667938232422	20.0	17.0	55.0	28.0	22.333334732055665	18.0	16.0
2023-04-10-00_46_28	60.0	40.0	25.000001907348633	18.75	15.0	54.0	30.0	19.333334732055665	16.75	13.4
2023-04-10-02_51_21	60.0	35.0	26.666667938232422	21.25	17.0	45.0	32.5	24.666667938232422	20.5	14.0
2023-04-11-18_39_50	55.0	27.5	15.000000953674316	8.75	7.0	48.0	22.0	11.666667366027832	7.75	6.8
