2023-04-02-05_16_19	60.0	27.5	16.666667938232422	12.5	9.0	51.0	24.0	15.66666774749756	12.0	9.0
2023-04-01-07_15_41	60.0	37.5	16.666667938232422	17.5	13.0	52.0	28.0	14.666667556762695	15.0	12.6
2023-04-05-16_20_08	65.0	35.0	25.000001907348633	17.5	13.0	53.0	30.5	19.666667938232422	15.5	12.4
2023-04-01-04_12_11	75.0	42.5	28.33333396911621	18.75	15.0	63.0	35.0	25.666667938232422	17.0	15.0
2023-04-05-01_54_58	55.0	30.0	18.33333396911621	15.0	12.0	52.0	28.0	16.333334350585936	13.75	11.6
2023-04-05-11_12_33	60.0	27.5	16.666667938232422	11.25	6.0	47.0	24.0	15.000000953674316	8.5	5.6
2023-04-01-02_39_57	70.0	30.0	18.33333396911621	12.5	9.0	51.0	26.5	14.666667366027832	10.75	9.0
2023-04-02-20_37_10	65.0	32.5	25.000001907348633	20.0	17.0	50.0	27.5	21.333334732055665	19.5	17.0
2023-04-02-06_48_25	70.0	35.0	20.000001907348633	16.25	13.0	59.0	29.5	18.333334732055665	13.0	10.8
2023-04-04-23_48_34	65.0	35.0	25.000001907348633	18.75	13.0	59.0	27.5	19.333334541320802	16.25	13.0
2023-04-03-04_57_20	75.0	40.0	20.000001907348633	16.25	13.0	60.0	30.5	17.333334732055665	14.75	13.0
2023-04-03-02_52_17	60.0	27.5	20.000001907348633	13.75	9.0	55.0	25.0	16.000000953674316	12.75	9.0
2023-04-01-05_43_40	60.0	30.0	23.33333396911621	17.5	12.0	49.0	24.0	21.000000953674316	14.75	12.0
2023-04-05-21_27_39	60.0	30.0	26.666667938232422	16.25	12.0	53.0	26.5	21.00000114440918	14.5	11.8
2023-04-02-22_42_16	50.0	32.5	20.000001907348633	16.25	12.0	46.0	25.5	16.00000114440918	14.75	11.6
2023-04-05-08_39_02	70.0	37.5	28.33333396911621	18.75	14.0	55.0	32.0	24.333334350585936	16.25	13.8
2023-04-02-02_11_22	60.0	27.5	20.000001907348633	13.75	11.0	53.0	27.5	18.666667938232422	13.25	11.0
2023-03-31-23_36_22	55.0	27.5	16.666667938232422	12.5	10.0	49.0	23.0	15.333334350585938	12.0	10.0
2023-04-06-02_35_24	65.0	25.0	20.000001907348633	16.25	13.0	56.0	22.5	16.666667938232422	14.75	13.0
2023-04-03-00_47_33	65.0	37.5	25.000001907348633	18.75	15.0	56.0	30.0	22.000001525878908	17.0	13.6
2023-04-06-05_08_57	80.0	37.5	18.33333396911621	11.25	8.0	57.0	26.5	15.000000762939454	9.75	8.0
2023-04-05-04_00_06	60.0	30.0	20.000001907348633	18.75	17.0	52.0	26.5	19.00000114440918	18.25	17.0
2023-04-01-01_08_01	60.0	30.0	26.666667938232422	20.0	15.0	54.0	26.5	22.666668319702147	16.75	15.0
2023-04-05-18_54_33	55.0	40.0	18.33333396911621	11.25	11.0	50.0	25.0	14.333334159851074	11.0	11.0
2023-04-03-07_02_08	65.0	30.0	21.666667938232422	16.25	11.0	58.0	27.5	20.666667938232422	15.0	11.0
2023-04-05-06_04_55	40.0	32.5	25.000001907348633	17.5	13.0	38.0	25.0	17.333334350585936	15.75	13.0
2023-04-06-00_01_20	60.0	30.0	18.33333396911621	13.75	10.0	50.0	25.5	16.666667556762697	12.75	10.0
2023-04-05-13_46_15	60.0	30.0	20.000001907348633	13.75	10.0	50.0	22.0	15.333334159851074	12.5	10.0
2023-04-02-03_44_33	55.0	32.5	21.666667938232422	12.5	9.0	52.0	25.5	17.000000953674316	10.75	9.0
