2023-04-08-01_25_55	10.0	10.0
2023-04-09-02_06_34	0.0	0.0
2023-04-09-11_58_53	0.0	0.0
2023-04-10-17_27_46	5.0	5.0
2023-04-11-08_25_09	15.0	15.0
